,Airline,Source,Destination,Route,Additional_Info,Duration,Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Price
7471,4,2,1,104,1,1595,1,27,6,10,0,12,35,10262
7472,1,2,1,104,4,555,1,6,3,10,0,19,15,16439
7473,4,3,0,66,4,510,1,21,5,14,5,22,35,14781
7474,4,2,1,104,1,1010,1,3,6,19,45,12,35,10262
7475,4,3,0,66,1,1690,1,24,5,14,5,18,15,10844
7476,3,0,2,18,4,175,0,15,6,18,25,21,20,4823
7477,1,0,2,18,4,170,0,9,4,17,0,19,50,5911
7478,5,2,1,104,4,750,1,24,6,13,0,1,30,13377
7479,5,2,1,111,4,910,1,27,3,7,10,22,20,6145
7480,7,4,3,48,3,90,0,27,6,22,45,0,15,1965
7481,3,2,1,111,4,515,1,27,3,7,35,16,10,6442
7482,4,3,0,66,4,1430,1,6,5,16,30,16,20,13941
7483,1,2,1,103,4,1010,1,3,3,6,10,23,0,13002
7484,1,2,1,103,4,570,1,24,6,13,30,23,0,8907
7485,4,2,1,113,4,1620,2,27,5,9,35,12,35,14657
7486,7,3,0,64,4,140,0,6,5,22,20,0,40,3873
7487,4,3,0,66,4,570,1,21,5,14,5,23,35,14781
7488,1,0,2,18,4,170,0,18,6,21,5,23,55,5228
7489,0,0,5,18,4,170,0,9,3,5,50,8,40,7652
7490,4,0,5,18,4,175,0,24,3,8,20,11,15,7229
7491,3,3,0,90,4,240,1,1,5,6,20,10,20,4226
7492,4,2,1,104,1,1325,1,9,5,20,55,19,0,12373
7493,3,0,5,18,4,180,0,15,3,8,30,11,30,6860
7494,4,3,0,66,1,1170,1,24,5,16,30,12,0,10844
7495,4,2,1,104,1,1295,1,18,5,15,0,12,35,12373
7496,3,0,5,18,4,165,0,24,3,1,30,4,15,4238
7497,4,0,5,5,1,1265,1,3,3,8,0,5,5,13502
7498,4,3,0,73,4,1630,1,6,5,20,25,23,35,10953
7499,0,3,0,64,4,150,0,21,3,22,50,1,20,3782
7500,4,3,0,66,4,345,1,12,5,14,5,19,50,14781
7501,3,3,0,64,4,165,0,6,6,20,25,23,10,4804
7503,1,3,0,62,4,1170,2,24,5,9,10,4,40,6117
7504,4,0,2,18,4,175,0,15,6,15,15,18,10,8016
7505,8,2,1,106,4,190,0,21,6,6,0,9,10,6216
7506,4,0,2,18,4,165,0,12,6,6,0,8,45,8016
7507,4,0,5,5,1,695,1,18,3,22,50,10,25,11087
7508,4,4,3,48,4,85,0,18,5,7,5,8,30,5678
7509,4,0,2,18,4,175,0,9,5,11,10,14,5,7229
7510,3,0,5,18,4,175,0,3,3,7,10,10,5,6860
7511,5,2,1,104,4,660,1,27,5,8,0,19,0,10407
7512,5,2,1,104,4,835,1,24,6,7,5,21,0,13797
7513,1,0,2,18,4,165,0,24,6,6,10,8,55,6961
7514,4,3,0,73,4,395,1,9,5,17,0,23,35,10624
7515,4,2,1,99,4,970,2,15,6,12,15,4,25,14300
7516,7,1,4,127,4,140,0,24,3,17,45,20,5,5418
7517,4,2,1,116,4,1375,2,18,5,5,30,4,25,15129
7518,7,1,4,127,3,135,0,18,6,8,20,10,35,3543
7519,7,4,3,48,3,90,0,21,6,13,15,14,45,1965
7520,0,0,2,18,4,170,0,6,5,4,55,7,45,4282
7521,1,3,0,76,4,1620,2,6,5,7,0,10,0,14508
7522,0,3,0,60,4,220,1,12,5,6,50,10,30,5162
7523,4,2,1,104,1,1425,1,12,6,19,15,19,0,10262
7524,5,2,1,104,4,765,1,9,3,7,0,19,45,15237
7525,5,2,1,104,4,440,1,1,6,11,40,19,0,12524
7526,4,3,0,66,1,1495,1,18,5,18,55,19,50,10844
7527,1,0,5,28,4,1510,1,21,3,11,50,13,0,5092
7528,5,2,1,104,4,600,1,18,5,9,15,19,15,8309
7529,2,2,1,98,4,355,1,9,4,7,25,13,20,4106
7530,4,3,0,73,4,1520,1,9,6,9,35,10,55,14151
7531,4,2,1,104,1,620,1,6,4,2,15,12,35,5177
7532,4,3,0,66,1,400,1,21,5,14,5,20,45,10844
7533,3,0,2,18,4,180,0,18,5,16,55,19,55,4823
7534,4,2,1,104,1,1530,1,9,6,17,30,19,0,10262
7535,1,2,1,105,4,1380,2,21,5,20,15,19,15,13381
7536,3,1,4,127,4,145,0,1,5,11,35,14,0,4332
7537,4,0,5,5,4,760,1,1,3,5,45,18,25,26890
7538,1,2,1,108,4,1245,2,15,5,10,55,7,40,12803
7539,4,3,0,66,1,1575,1,12,6,14,5,16,20,8529
7540,7,3,0,64,4,145,0,3,4,9,0,11,25,3873
7541,4,3,0,66,1,475,1,6,6,8,25,16,20,10844
7542,4,0,2,18,1,180,0,3,5,19,50,22,50,6144
7543,4,0,2,18,4,175,0,1,5,11,10,14,5,7229
7544,4,2,1,104,4,705,1,21,3,7,5,18,50,12767
7545,4,0,2,18,4,175,0,6,5,15,15,18,10,7229
7546,5,2,1,104,4,470,1,12,6,11,25,19,15,7354
7547,3,4,3,48,4,90,0,21,5,9,10,10,40,4049
7548,5,2,1,104,4,840,1,27,5,11,30,1,30,13377
7549,3,0,5,18,4,170,0,15,3,10,10,13,0,6144
7550,5,2,1,104,4,795,1,15,5,6,0,19,15,8266
7551,1,2,1,112,4,1580,2,15,5,7,5,9,25,10975
7552,5,2,1,104,4,720,1,15,6,7,0,19,0,12192
7553,4,2,1,114,4,2245,2,27,3,6,20,19,45,12273
7554,4,0,5,5,4,640,1,1,3,14,5,0,45,26890
7555,5,2,1,104,1,575,1,6,3,16,0,1,35,15136
7556,4,2,1,104,1,330,1,9,6,7,5,12,35,10262
7557,4,2,1,104,1,1530,1,3,6,17,30,19,0,10262
7558,4,4,3,48,1,90,0,24,3,15,50,17,20,2228
7559,3,1,4,127,4,140,0,27,6,19,35,21,55,3597
7560,7,3,0,64,3,155,0,15,5,6,55,9,30,3841
7561,4,3,0,66,1,425,1,12,6,16,30,23,35,9899
7562,5,2,1,104,4,555,1,9,6,2,15,11,30,13587
7563,0,3,0,64,4,150,0,9,6,19,55,22,25,4409
7564,3,4,3,48,4,90,0,6,5,21,20,22,50,2227
7565,1,4,3,48,4,80,0,3,3,6,20,7,40,4937
7566,3,3,0,66,4,345,1,24,3,5,35,11,20,9319
7567,4,3,0,73,4,505,1,12,5,9,35,18,0,14151
7568,4,2,1,104,4,360,1,9,6,13,0,19,0,14714
7569,4,0,2,18,4,180,0,3,5,17,45,20,45,7229
7570,8,1,4,127,4,140,0,3,5,17,45,20,5,11982
7571,3,0,2,18,4,175,0,12,4,18,25,21,20,4990
7572,5,2,1,104,4,505,1,21,5,10,35,19,0,9103
7573,7,1,4,127,4,155,0,12,3,9,30,12,5,6300
7574,4,2,1,102,4,425,2,24,6,5,30,12,35,14441
7575,1,3,0,66,4,545,1,12,6,9,25,18,30,8366
7576,7,2,1,121,4,380,1,18,5,15,45,22,5,7317
7577,2,0,5,18,4,175,0,24,3,7,45,10,40,3898
7578,4,2,1,104,4,1210,1,1,6,22,50,19,0,14714
7579,7,3,0,64,3,145,0,18,6,9,0,11,25,3841
7580,5,2,1,104,4,615,1,1,5,9,0,19,15,15373
7581,1,3,0,87,4,1610,2,9,5,8,20,11,10,11222
7582,5,2,1,104,4,860,1,24,6,4,55,19,15,7155
7583,5,2,1,104,4,620,1,9,3,15,15,1,35,15200
7584,4,0,5,5,1,780,1,21,3,18,40,7,40,7832
7585,3,2,1,104,4,300,1,3,6,16,0,21,0,6593
7586,1,3,0,75,4,1650,3,6,5,7,0,10,30,13007
7587,4,2,1,104,1,535,1,6,3,9,55,18,50,15400
7588,1,3,0,90,4,1440,1,9,6,14,35,14,35,6528
7590,3,2,1,104,4,965,1,24,4,4,55,21,0,6162
7591,4,0,5,5,4,1135,1,6,3,14,5,9,0,17261
7592,4,3,0,66,1,1695,1,1,4,16,30,20,45,7064
7593,4,2,1,118,4,1490,2,9,6,11,45,12,35,13882
7594,8,2,1,106,4,190,0,3,6,14,40,17,50,6216
7595,4,2,1,117,1,440,2,18,5,11,40,19,0,19644
7596,4,0,2,18,1,175,0,9,5,15,15,18,10,4544
7597,3,1,4,127,4,145,0,27,3,14,40,17,5,3384
7598,3,3,0,64,4,150,0,6,6,15,15,17,45,4804
7599,4,3,0,66,1,1435,1,24,3,19,45,19,40,10031
7600,4,3,0,66,1,665,1,12,5,21,10,8,15,8586
7601,4,0,5,5,1,375,1,21,3,7,0,13,15,7832
7602,8,3,0,73,4,965,1,24,5,17,0,9,5,10027
7603,3,4,3,48,4,85,0,18,3,12,0,13,25,2754
7604,4,2,1,104,4,1225,1,21,3,8,0,4,25,12767
7605,2,3,0,59,4,455,1,9,5,16,40,0,15,8777
7606,2,2,1,104,4,310,1,24,6,14,25,19,35,7870
7607,1,3,0,61,4,1390,2,12,6,12,0,11,10,9416
7608,7,4,3,48,3,90,0,6,5,22,45,0,15,2175
7609,5,2,1,111,4,765,1,24,6,9,45,22,30,9646
7610,4,3,0,66,4,520,1,24,5,20,0,4,40,13731
7612,1,0,5,4,4,2315,2,18,3,8,50,23,25,10783
7613,4,3,0,73,4,1285,1,1,5,17,0,14,25,11467
7614,1,2,1,104,4,735,1,3,6,7,0,19,15,8879
7615,5,2,1,104,4,760,1,6,6,12,50,1,30,6795
7616,3,2,1,104,4,480,1,3,3,7,30,15,30,14871
7617,5,2,1,113,4,630,2,3,3,15,5,1,35,34503
7618,1,2,1,112,4,1580,2,15,6,7,5,9,25,10975
7619,1,3,0,78,4,805,2,24,5,9,50,23,15,15170
7620,1,3,0,90,4,1440,1,1,5,14,35,14,35,7001
7621,1,3,0,66,4,545,1,18,5,9,25,18,30,8576
7622,4,2,1,116,4,535,2,9,5,19,30,4,25,15129
7623,3,0,2,18,4,170,0,9,4,8,30,11,20,4823
7624,4,3,0,66,1,800,1,21,5,6,30,19,50,10844
7625,8,3,0,73,4,1440,1,9,6,20,20,20,20,8085
7626,4,2,1,126,4,2045,2,3,3,18,20,4,25,20747
7627,1,3,0,73,4,925,1,6,5,17,30,8,55,10203
7628,4,2,1,104,1,1395,1,21,5,19,45,19,0,12898
7629,4,3,0,66,4,1545,1,12,5,6,30,8,15,13941
7630,3,2,1,104,4,625,1,18,5,10,35,21,0,7503
7631,4,2,1,104,4,600,1,1,6,9,0,19,0,14714
7632,3,2,1,111,4,275,1,24,6,7,35,12,10,5054
7633,2,0,5,18,4,175,0,15,3,20,55,23,50,8722
7634,4,3,0,66,1,1655,1,6,5,6,30,10,5,8586
7635,1,0,2,18,4,170,0,9,6,21,5,23,55,5228
7636,1,4,3,48,4,90,0,9,5,13,55,15,25,3100
7637,3,2,1,106,4,195,0,1,6,5,35,8,50,6541
7638,5,2,1,104,4,535,1,21,5,10,20,19,15,8266
7639,3,2,1,104,4,415,1,3,6,18,35,1,30,6628
7640,4,3,0,66,1,730,1,21,5,16,30,4,40,9663
7641,4,3,0,66,1,365,1,12,6,16,30,22,35,9899
7642,3,2,1,112,4,985,2,27,3,4,55,21,20,6223
7643,3,3,0,80,4,315,1,9,6,15,15,20,30,5380
7644,5,2,1,104,4,810,1,6,6,7,30,21,0,7740
7645,4,3,0,66,1,800,1,12,6,6,30,19,50,9899
7646,4,0,2,18,1,175,0,18,5,11,10,14,5,5198
7648,4,3,0,66,4,1200,1,18,5,14,5,10,5,14388
7649,8,3,0,73,4,1555,1,6,5,7,10,9,5,8137
7650,1,2,1,105,4,1380,2,9,5,20,15,19,15,13591
7651,7,3,0,89,4,435,1,12,5,11,35,18,50,8479
7652,4,3,0,66,1,1400,1,15,5,18,55,18,15,10844
7653,1,3,0,73,4,1615,1,12,6,17,30,20,25,10203
7654,3,2,1,111,4,490,1,12,6,14,20,22,30,6938
7655,5,2,1,111,4,765,1,15,6,9,45,22,30,9646
7656,3,2,1,104,4,300,1,1,6,16,0,21,0,6593
7657,6,1,4,127,4,135,0,1,3,7,5,9,20,9125
7658,5,2,1,104,4,615,1,15,5,15,15,1,30,7670
7659,1,3,0,95,4,525,2,6,6,14,30,23,15,15894
7660,4,3,0,77,1,435,1,15,5,10,20,17,35,5608
7661,2,2,1,98,4,355,1,21,5,7,25,13,20,5842
7662,7,2,1,123,4,270,1,27,3,8,45,13,15,4466
7663,3,1,4,127,4,140,0,24,6,13,15,15,35,3597
7664,4,0,5,5,4,680,1,18,3,11,40,23,0,13555
7665,1,2,1,104,4,555,1,3,6,10,0,19,15,10979
7667,1,2,1,106,4,180,0,21,3,14,10,17,10,5674
7668,8,0,2,18,4,170,0,27,4,9,45,12,35,5613
7669,7,3,0,64,3,140,0,24,3,22,20,0,40,5725
7670,3,0,5,18,4,170,0,9,3,16,55,19,45,10067
7671,7,0,2,18,3,170,0,12,4,9,30,12,20,4885
7672,1,2,1,121,4,1640,1,9,6,6,5,9,25,7690
7673,3,2,1,104,4,305,1,3,3,20,30,1,35,8258
7674,5,2,1,104,4,840,1,12,6,7,0,21,0,7408
7675,4,3,0,66,1,740,1,24,5,8,25,20,45,10844
7677,3,2,1,104,4,575,1,24,6,11,25,21,0,5894
7678,1,3,0,64,4,155,0,12,3,20,45,23,20,4435
7679,4,4,3,48,1,85,0,21,5,2,55,4,20,4050
7680,3,3,0,64,4,155,0,15,4,22,15,0,50,4174
7681,1,2,1,121,4,1420,1,27,3,9,45,9,25,5957
7682,4,3,0,73,4,1685,1,9,6,17,0,21,5,12692
7683,3,0,5,18,4,170,0,24,3,16,55,19,45,7303
7684,1,3,0,80,4,965,1,1,5,19,0,11,5,6117
7685,3,2,1,106,4,195,0,12,5,5,35,8,50,6015
7686,1,3,0,68,4,1210,2,9,6,9,25,5,35,11642
7687,5,2,1,104,4,755,1,18,5,6,40,19,15,7564
7688,3,0,2,18,4,180,0,24,4,16,55,19,55,4823
7689,3,2,1,111,4,665,1,27,6,5,5,16,10,6442
7690,1,3,0,80,4,965,1,9,6,19,0,11,5,6327
7691,1,2,1,103,4,1350,1,27,3,9,45,8,15,7416
7692,1,2,1,118,4,1470,2,27,5,7,10,7,40,14588
7693,5,2,1,104,4,930,1,12,6,10,0,1,30,7198
7694,1,2,1,104,4,735,1,27,6,7,0,19,15,8669
7695,3,2,1,104,4,860,1,9,6,6,40,21,0,6093
7696,1,3,0,95,4,1320,2,9,5,14,30,12,30,15107
7697,1,2,1,104,4,1360,1,18,5,9,0,7,40,8372
7698,4,3,0,66,1,850,1,1,4,8,25,22,35,7064
7699,8,3,0,73,4,945,1,24,3,7,10,22,55,12732
7700,7,1,4,127,4,140,0,27,6,17,45,20,5,3597
7701,3,0,5,18,4,180,0,24,3,8,30,11,30,7303
7702,1,3,0,85,4,875,2,6,6,5,50,20,25,10991
7703,1,0,5,33,4,1490,1,9,3,10,30,11,20,10321
7704,3,0,2,18,4,170,0,6,6,13,0,15,50,3943
7705,3,2,1,121,4,315,1,21,5,7,15,12,30,5636
7706,3,3,0,80,4,290,1,9,4,15,15,20,5,4268
7707,4,2,1,116,4,810,2,9,6,5,30,19,0,13014
7708,5,2,1,104,4,720,1,9,5,9,0,21,0,13727
7709,3,3,0,64,4,150,0,9,4,15,15,17,45,4174
7710,1,2,1,116,4,435,2,27,3,12,0,19,15,10493
7711,3,2,1,104,4,625,1,21,5,10,35,21,0,6794
7712,3,3,0,93,4,315,1,12,5,21,0,2,15,7228
7713,4,0,5,5,4,685,1,1,3,7,0,18,25,26890
7714,5,2,1,111,4,540,1,1,6,7,10,16,10,7038
7715,4,3,0,66,1,1545,1,1,4,6,30,8,15,7064
7716,4,3,0,66,1,1575,1,24,3,21,10,23,25,10031
7717,4,3,0,66,1,520,1,6,5,20,0,4,40,9663
7718,0,0,2,18,4,170,0,1,5,23,55,2,45,4483
7719,4,0,2,18,1,180,0,3,6,8,20,11,20,5769
7720,3,3,0,64,4,150,0,24,4,15,15,17,45,4804
7721,1,3,0,64,4,155,0,15,5,20,45,23,20,4145
7722,1,3,0,64,4,155,0,18,5,20,45,23,20,4880
7723,7,1,4,127,3,135,0,6,6,9,45,12,0,3543
7724,4,0,5,5,0,745,1,1,3,8,55,21,20,27992
7725,3,2,1,104,4,810,1,9,5,7,30,21,0,7191
7726,8,0,2,18,4,160,0,1,4,7,0,9,40,5403
7727,4,2,1,117,1,440,2,9,6,11,40,19,0,15812
7728,4,0,2,18,1,180,0,9,4,19,50,22,50,4544
7729,0,2,1,103,4,340,1,3,6,16,45,22,25,11410
7730,3,1,4,127,4,145,0,3,5,11,35,14,0,4332
7731,4,0,2,18,1,180,0,15,4,17,45,20,45,4544
7732,3,3,0,90,4,240,1,24,5,6,20,10,20,4226
7733,1,3,0,64,4,155,0,3,6,20,45,23,20,4145
7734,5,2,1,104,4,555,1,27,6,10,0,19,15,14848
7735,3,0,2,18,4,175,0,3,4,0,30,3,25,3419
7736,4,0,5,18,4,180,0,24,3,18,55,21,55,7229
7737,7,2,1,123,4,270,1,3,6,8,45,13,15,5830
7738,4,0,5,5,1,1055,1,18,3,14,5,7,40,10972
7739,4,3,0,66,4,795,1,24,3,18,55,8,10,14231
7740,4,3,0,66,1,1495,1,9,6,18,55,19,50,10844
7741,7,3,0,82,4,435,1,12,5,11,15,18,30,11468
7742,0,3,0,64,4,150,0,18,5,22,50,1,20,4409
7744,3,0,2,18,4,170,0,21,6,23,30,2,20,4077
7745,4,3,0,73,4,690,1,9,5,9,35,21,5,13067
7746,3,0,2,18,4,175,0,6,6,7,10,10,5,4823
7747,5,2,1,104,1,745,1,9,3,6,50,19,15,14817
7748,3,1,4,127,4,140,0,24,3,7,55,10,15,4326
7749,5,2,1,104,4,840,1,3,3,7,0,21,0,15603
7750,1,3,0,78,4,1830,2,24,3,16,45,23,15,13885
7751,4,0,5,5,4,1280,1,6,3,11,40,9,0,17261
7752,5,2,1,109,4,565,3,9,6,11,35,21,0,15629
7753,1,3,0,62,4,1170,2,6,5,9,10,4,40,6117
7755,5,2,1,104,4,435,1,27,5,18,15,1,30,13377
7756,4,0,5,5,4,495,1,1,3,7,0,15,15,26890
7757,3,0,2,18,4,175,0,15,5,0,30,3,25,3419
7758,1,3,0,78,4,805,2,15,5,9,50,23,15,14960
7759,1,4,3,48,4,75,0,3,3,19,30,20,45,11185
7760,1,2,1,104,4,1455,1,27,5,19,0,19,15,8372
7761,4,2,1,104,1,620,1,6,6,2,15,12,35,10262
7762,1,3,0,67,4,1255,2,12,6,16,50,13,45,11542
7763,7,3,0,90,4,315,1,3,4,15,5,20,20,4649
7764,4,4,3,48,4,90,0,9,3,19,40,21,10,5678
7765,7,0,2,18,4,170,0,1,6,9,30,12,20,3971
7766,5,2,1,111,4,540,1,3,6,7,10,16,10,7878
7767,4,2,1,116,4,810,2,27,6,5,30,19,0,13014
7768,3,0,2,18,4,165,0,1,5,6,5,8,50,4423
7769,4,2,1,104,1,865,1,1,6,14,0,4,25,10262
7770,8,0,2,18,4,170,0,27,5,9,45,12,35,4668
7771,4,3,0,66,1,1265,1,21,5,21,10,18,15,10844
7772,4,2,1,116,1,1125,2,24,6,9,40,4,25,10368
7773,3,0,2,18,4,170,0,21,4,10,10,13,0,4591
7774,3,2,1,104,4,415,1,6,5,18,35,1,30,7191
7775,5,2,1,104,4,395,1,18,5,6,0,12,35,9794
7776,3,0,2,18,4,170,0,1,6,4,0,6,50,3943
7777,4,3,0,66,4,330,1,12,6,6,30,12,0,13626
7778,4,3,0,66,1,800,1,12,5,20,0,9,20,9663
7779,5,2,1,111,1,540,1,15,6,7,10,16,10,6093
7780,4,0,5,5,4,615,1,12,3,21,25,7,40,11717
7781,4,3,0,66,4,800,1,18,5,20,0,9,20,14781
7782,4,0,2,18,4,165,0,3,5,6,0,8,45,7229
7783,2,0,2,18,4,165,0,1,6,20,55,23,40,3898
7784,4,2,1,104,4,825,1,3,6,22,50,12,35,14714
7785,5,2,1,104,4,560,1,27,5,11,40,21,0,7005
7786,3,1,4,127,4,140,0,15,6,14,45,17,5,3597
7787,7,3,0,64,3,160,0,18,3,6,55,9,35,4413
7788,5,2,1,104,4,535,1,6,3,10,20,19,15,15353
7789,3,0,2,18,4,170,0,1,5,10,10,13,0,3943
7790,3,1,4,127,4,135,0,15,3,13,20,15,35,6297
7791,3,0,5,18,4,175,0,9,3,20,0,22,55,6144
7792,1,2,1,116,4,1470,2,21,5,18,45,19,15,12257
7793,4,2,1,97,4,1390,2,21,5,13,25,12,35,15129
7795,4,2,1,116,1,560,2,9,5,9,40,19,0,13029
7796,1,3,0,61,4,1390,2,6,6,12,0,11,10,9416
7797,1,2,1,106,4,185,0,3,6,18,5,21,10,6934
7798,4,3,0,73,4,1080,1,21,5,20,25,14,25,11467
7799,5,2,1,104,4,615,1,3,6,15,15,1,30,6795
7800,3,3,0,64,4,155,0,27,3,15,20,17,55,5198
7801,4,2,1,104,1,1525,1,9,3,17,25,18,50,14053
7802,8,3,0,73,4,975,1,1,4,7,10,23,25,7927
7803,3,3,0,64,4,165,0,18,3,10,10,12,55,4462
7804,2,0,2,18,4,175,0,27,4,7,45,10,40,5048
7805,4,3,0,66,1,1655,1,24,5,20,0,23,35,10844
7806,5,2,1,104,4,595,1,3,3,8,55,18,50,15411
7807,3,3,0,64,4,160,0,18,3,17,15,19,55,4462
7808,4,4,3,48,4,90,0,27,3,15,50,17,20,5678
7809,4,2,1,104,4,1110,1,6,3,9,55,4,25,15764
7810,4,2,1,104,4,1285,1,6,3,22,20,19,45,17024
7811,1,4,3,48,4,80,0,18,6,6,20,7,40,3100
7812,4,0,2,18,4,185,0,1,5,18,55,22,0,7229
7813,3,3,0,64,4,150,0,24,4,14,25,16,55,4804
7814,4,0,2,18,1,180,0,24,6,8,20,11,20,5769
7815,0,3,0,64,4,150,0,18,3,19,35,22,5,4384
7816,1,2,1,125,4,1535,1,27,6,5,15,6,50,6587
7817,4,0,5,5,1,805,1,21,3,5,45,19,10,7832
7818,1,1,4,127,4,135,0,15,3,11,40,13,55,7082
7819,7,1,4,127,4,135,0,15,3,8,20,10,35,6300
7820,4,3,0,66,4,475,1,6,6,8,25,16,20,14571
7821,3,0,2,18,4,170,0,27,6,13,0,15,50,3943
7822,5,2,1,111,4,600,1,21,5,14,55,0,55,6878
7823,7,4,3,48,3,90,0,1,4,5,45,7,15,1965
7824,8,3,0,73,4,1065,1,21,5,17,0,10,45,9187
7825,1,0,5,18,4,165,0,24,3,21,10,23,55,4441
7826,3,0,5,18,4,180,0,1,3,8,30,11,30,10067
7827,3,2,1,104,4,305,1,27,6,20,25,1,30,5054
7828,5,2,1,104,4,900,1,6,6,6,0,21,0,7005
7829,4,3,0,73,4,690,1,15,5,9,35,21,5,12121
7830,3,2,1,103,4,290,1,27,5,15,10,20,0,5912
7831,0,3,0,73,4,710,1,1,4,7,35,19,25,5192
7832,3,1,4,127,4,140,0,9,6,13,15,15,35,3597
7833,4,0,5,18,4,160,0,9,3,18,20,21,0,8016
7834,1,4,3,48,4,85,0,15,3,15,0,16,25,2050
7835,7,0,5,18,3,175,0,21,3,9,35,12,30,4839
7836,3,4,3,48,4,90,0,27,5,6,25,7,55,4049
7837,8,2,1,106,4,190,0,18,6,6,0,9,10,6216
7838,7,3,0,64,3,140,0,21,6,22,20,0,40,3841
7839,7,3,0,64,3,160,0,15,3,6,55,9,35,3815
7840,1,0,2,18,4,165,0,3,4,17,0,19,45,5176
7841,7,4,3,48,4,90,0,9,5,22,45,0,15,2017
7842,8,3,0,73,4,1555,1,9,5,7,10,9,5,9187
7843,8,0,5,18,4,165,0,9,3,9,50,12,35,11598
7844,4,2,1,116,4,1025,2,1,6,19,30,12,35,13014
7845,4,2,1,104,1,1040,1,1,6,19,15,12,35,10262
7846,1,2,1,105,4,1380,2,9,4,20,15,19,15,9916
7847,4,3,0,66,4,1145,1,24,3,16,55,12,0,14231
7848,4,0,2,18,1,175,0,15,6,11,10,14,5,7229
7849,3,2,1,104,4,505,1,27,3,17,10,1,35,6316
7850,0,3,0,64,4,155,0,9,3,10,20,12,55,4384
7851,1,2,1,105,4,1580,2,12,6,16,55,19,15,13381
7852,3,1,4,127,4,145,0,12,5,11,35,14,0,4332
7853,1,2,1,103,4,570,1,15,6,13,30,23,0,8907
7854,3,3,0,64,4,155,0,12,6,4,40,7,15,4804
7855,1,2,1,104,4,1480,1,6,3,7,0,7,40,15407
7856,4,2,1,104,1,1105,1,27,5,10,0,4,25,12898
7857,5,2,1,104,4,480,1,27,3,13,0,21,0,6883
7858,7,1,4,127,3,140,0,3,5,17,45,20,5,3543
7859,3,0,2,18,4,165,0,6,5,1,30,4,15,4284
7860,3,4,3,48,4,90,0,3,5,21,20,22,50,2437
7861,7,3,0,64,4,140,0,18,4,22,20,0,40,4174
7862,4,3,0,66,4,960,1,21,5,20,0,12,0,14781
7863,1,3,0,78,4,970,2,21,5,16,45,8,55,14960
7864,4,0,2,18,1,175,0,27,6,11,10,14,5,5769
7865,7,2,1,123,4,270,1,24,4,8,45,13,15,4812
7866,8,3,0,73,4,975,1,18,5,7,10,23,25,9345
7867,3,3,0,60,4,330,1,15,5,7,10,12,40,4864
7868,3,1,4,127,4,140,0,6,3,19,35,21,55,7295
7869,1,2,1,108,4,1275,2,12,6,22,0,19,15,10231
7870,4,2,1,104,4,300,1,1,6,14,0,19,0,14714
7871,4,2,1,104,4,1470,1,27,3,19,15,19,45,12032
7872,4,0,2,18,1,175,0,15,4,15,15,18,10,4544
7873,4,3,0,66,1,705,1,15,5,6,30,18,15,10844
7874,8,0,5,0,4,355,1,3,3,6,40,12,35,12476
7875,4,0,5,5,1,1585,1,12,3,20,35,23,0,11087
7876,1,2,1,124,4,2280,3,6,6,5,15,19,15,10703
7877,3,2,1,111,4,835,1,9,5,8,35,22,30,6734
7878,4,0,5,5,1,375,1,21,3,14,5,20,20,7832
7879,1,3,0,85,4,1045,2,1,4,5,50,23,15,11516
7880,3,1,4,127,4,140,0,18,3,7,55,10,15,3850
7881,4,2,1,117,4,870,2,9,3,13,55,4,25,17229
7882,7,3,0,64,4,140,0,27,6,22,20,0,40,3873
7883,4,4,3,48,1,85,0,3,4,7,5,8,30,4160
7884,5,2,1,104,4,490,1,18,5,12,50,21,0,7670
7885,4,3,0,66,1,475,1,24,3,8,25,16,20,10031
7886,4,2,1,97,1,1390,2,27,6,13,25,12,35,11150
7887,4,0,5,5,1,405,1,15,3,11,40,18,25,9134
7888,7,0,2,18,4,170,0,18,5,9,30,12,20,4423
7889,0,3,0,64,4,150,0,21,6,22,50,1,20,3807
7890,1,2,1,121,4,1640,1,21,5,6,5,9,25,7480
7891,3,0,2,18,4,165,0,6,5,6,5,8,50,4423
7892,3,0,2,18,4,180,0,18,6,16,55,19,55,4823
7893,8,3,0,73,4,1645,1,24,3,17,0,20,25,12102
7894,5,2,1,104,1,615,1,6,3,9,0,19,15,15342
7895,4,3,0,66,1,365,1,6,5,16,30,22,35,10844
7896,1,2,1,121,4,1420,1,12,6,9,45,9,25,7480
7897,1,3,0,80,4,580,1,1,4,19,0,4,40,4227
7898,1,2,1,121,4,1420,1,9,6,9,45,9,25,7690
7899,7,3,0,82,4,330,1,18,5,15,55,21,25,8224
7900,8,0,2,18,4,165,0,18,4,19,30,22,15,5823
7901,4,0,5,5,1,570,1,15,3,8,55,18,25,9134
7902,4,0,5,5,4,470,1,1,3,16,55,0,45,26890
7903,1,3,0,66,4,1350,1,9,6,9,25,7,55,8366
7904,1,2,1,125,4,1535,1,1,6,5,15,6,50,7480
7905,4,3,0,66,4,365,1,12,5,16,30,22,35,14781
7906,1,3,0,78,4,2480,2,24,3,5,55,23,15,13990
7908,4,2,1,104,1,540,1,24,6,10,0,19,0,10262
7909,4,3,0,66,4,1330,1,12,6,6,30,4,40,12739
7910,5,2,1,104,4,470,1,21,5,11,25,19,15,7575
7911,1,0,5,18,4,165,0,18,3,17,0,19,45,11633
